week,film,novel,Book 1: film,Book 1: novel,Book 2: film,Book 2: novel,Book 3: film,Book 3: novel,Book 4: film,Book 4: novel,Book 5: film,Book 5: novel,Book 6: film,Book 6: novel,Book 7: film pt1,Book 7:film pt2,Book 7: novel
2015-10-25,40,2160,30.375,44.8275862069,38.0689655172,63.7931034483,39.4482758621,26.0606060606,61.6296296296,29.4193548387,44.8275862069,24.1935483871,54.2258064516,23.8064516129,92.125,93.3333333333,106
2015-11-01,35,1800,29.25,43.9655172414,37.2413793103,61.2413793103,37.9310344828,23.0303030303,53.3333333333,26.9677419355,52.8965517241,24.6774193548,52.9032258065,24.9677419355,92.125,88,92.1739130435
2015-11-08,37,1680,29.25,45.6896551724,37.2413793103,58.6896551724,33.3793103448,22.4242424242,41.4814814815,22.6774193548,49.3103448276,22.2580645161,59.5161290323,27.8709677419,103.2916666667,85.3333333333,94.4782608696
2015-11-15,34,1600,29.25,43.9655172414,38.0689655172,56.1379310345,34.1379310345,20,46.2222222222,23.9032258065,40.3448275862,23.2258064516,60.8387096774,29.6129032258,100.5,88,89.8695652174
2015-11-22,34,1680,29.25,44.8275862069,36.4137931034,53.5862068966,34.1379310345,23.0303030303,50.962962963,25.1290322581,41.2413793103,23.7096774194,52.9032258065,24.3870967742,97.7083333333,101.3333333333,94.4782608696
2015-11-29,30,1640,29.25,42.2413793103,33.9310344828,57.4137931034,33.3793103448,20.6060606061,47.4074074074,23.9032258065,39.4482758621,20.3225806452,48.935483871,21.4838709677,89.3333333333,80,89.8695652174
2015-12-06,32,1760,31.5,43.1034482759,36.4137931034,53.5862068966,32.6206896552,21.2121212121,48.5925925926,24.5161290323,42.1379310345,22.7419354839,51.5806451613,23.2258064516,92.125,80,92.1739130435
2015-12-13,39,1840,33.75,44.8275862069,38.0689655172,58.6896551724,35.6551724138,21.8181818182,49.7777777778,23.9032258065,43.0344827586,23.7096774194,51.5806451613,23.8064516129,92.125,88,89.8695652174
2015-12-20,57,2160,40.5,52.5862068966,49.6551724138,76.5517241379,47.0344827586,27.2727272727,64,28.8064516129,52,30.9677419355,68.7741935484,31.3548387097,117.25,109.3333333333,112.9130434783
2015-12-27,65,2360,45,56.8965517241,62.8965517241,76.5517241379,58.4137931034,32.7272727273,90.0740740741,34.3225806452,75.3103448276,36.7741935484,99.1935483871,39.4838709677,164.7083333333,154.6666666667,149.7826086957
2016-01-03,41,1880,37.125,48.275862069,45.5172413793,66.3448275862,43.2413793103,24.2424242424,68.7407407407,30.0322580645,54.6896551724,30.9677419355,64.8064516129,27.2903225806,111.6666666667,112,117.5217391304
2016-01-10,50,2720,47.25,55.1724137931,49.6551724138,70.1724137931,47.7931034483,24.8484848485,61.6296296296,26.9677419355,51.1034482759,29.0322580645,84.6451612903,31.3548387097,114.4583333333,149.3333333333,138.2608695652
2016-01-17,48,2200,51.75,54.3103448276,73.6551724138,77.8275862069,61.4482758621,30.303030303,82.962962963,32.4838709677,60.9655172414,31.935483871,87.2903225806,31.935483871,125.625,128,122.1304347826
2016-01-24,37,1840,36,48.275862069,46.3448275862,68.8965517241,47.7931034483,27.2727272727,61.6296296296,28.1935483871,51.1034482759,29.0322580645,66.1290322581,27.8709677419,111.6666666667,106.6666666667,106
2016-01-31,30,1800,32.625,40.5172413793,40.5517241379,62.5172413793,42.4827586207,23.6363636364,54.5185185185,24.5161290323,44.8275862069,25.1612903226,52.9032258065,24.9677419355,94.9166666667,90.6666666667,103.6956521739
2016-02-07,33,2240,31.5,43.1034482759,39.724137931,61.2413793103,34.8965517241,23.6363636364,52.1481481481,23.2903225806,45.724137931,24.6774193548,51.5806451613,26.1290322581,89.3333333333,88,106
2016-02-14,31,1840,28.125,41.3793103448,38.0689655172,59.9655172414,34.8965517241,21.8181818182,48.5925925926,23.2903225806,41.2413793103,24.6774193548,50.2580645161,24.9677419355,86.5416666667,85.3333333333,99.0869565217
2016-02-21,30,1680,28.125,43.1034482759,36.4137931034,62.5172413793,31.8620689655,21.2121212121,47.4074074074,22.6774193548,37.6551724138,23.2258064516,48.935483871,22.064516129,75.375,80,89.8695652174
2016-02-28,32,1760,25.875,43.9655172414,36.4137931034,53.5862068966,34.8965517241,21.2121212121,43.8518518519,24.5161290323,35.8620689655,19.8387096774,43.6451612903,19.1612903226,69.7916666667,69.3333333333,87.5652173913
2016-03-06,36,1720,27,43.9655172414,36.4137931034,59.9655172414,33.3793103448,20.6060606061,49.7777777778,25.1290322581,42.1379310345,24.1935483871,51.5806451613,21.4838709677,75.375,80,87.5652173913
2016-03-13,30,1560,27,41.3793103448,32.275862069,53.5862068966,31.8620689655,20,43.8518518519,22.064516129,36.7586206897,20.3225806452,38.3548387097,17.4193548387,69.7916666667,69.3333333333,80.652173913
2016-03-20,35,1680,29.25,43.1034482759,36.4137931034,62.5172413793,34.8965517241,21.2121212121,47.4074074074,23.9032258065,40.3448275862,22.7419354839,44.9677419355,20.9032258065,80.9583333333,74.6666666667,82.9565217391
2016-03-27,34,1720,29.25,43.1034482759,41.3793103448,61.2413793103,37.1724137931,20.6060606061,48.5925925926,23.9032258065,40.3448275862,22.2580645161,44.9677419355,22.064516129,78.1666666667,74.6666666667,85.2608695652
2016-04-03,33,1760,27,39.6551724138,37.2413793103,56.1379310345,32.6206896552,20,48.5925925926,23.9032258065,36.7586206897,19.8387096774,43.6451612903,20.9032258065,75.375,74.6666666667,85.2608695652
2016-04-10,38,1840,29.25,43.9655172414,37.2413793103,63.7931034483,32.6206896552,21.2121212121,46.2222222222,22.6774193548,40.3448275862,21.7741935484,46.2903225806,20.3225806452,78.1666666667,74.6666666667,82.9565217391
2016-04-17,34,1680,29.25,41.3793103448,37.2413793103,57.4137931034,33.3793103448,20.6060606061,45.037037037,21.4516129032,35.8620689655,21.2903225806,44.9677419355,20.9032258065,72.5833333333,69.3333333333,87.5652173913
2016-04-24,32,1680,28.125,42.2413793103,38.8965517241,56.1379310345,32.6206896552,20,43.8518518519,22.064516129,37.6551724138,21.7741935484,44.9677419355,21.4838709677,75.375,69.3333333333,87.5652173913
2016-05-01,34,1720,28.125,39.6551724138,38.0689655172,58.6896551724,36.4137931034,21.2121212121,47.4074074074,23.9032258065,39.4482758621,21.7741935484,43.6451612903,21.4838709677,72.5833333333,80,110.6086956522
2016-05-08,32,1680,27,42.2413793103,35.5862068966,56.1379310345,33.3793103448,19.3939393939,48.5925925926,23.9032258065,40.3448275862,22.7419354839,48.935483871,20.9032258065,72.5833333333,72,85.2608695652
2016-05-15,34,1680,28.125,42.2413793103,37.2413793103,62.5172413793,34.8965517241,20.6060606061,41.4814814815,22.6774193548,37.6551724138,20.8064516129,51.5806451613,21.4838709677,78.1666666667,77.3333333333,89.8695652174
2016-05-22,36,1680,29.25,43.1034482759,44.6896551724,71.4482758621,36.4137931034,21.2121212121,46.2222222222,22.6774193548,39.4482758621,24.6774193548,47.6129032258,20.3225806452,80.9583333333,77.3333333333,96.7826086957
2016-05-29,46,1960,31.5,54.3103448276,49.6551724138,76.5517241379,43.2413793103,23.6363636364,60.4444444444,28.1935483871,50.2068965517,44.0322580645,59.5161290323,27.8709677419,100.5,98.6666666667,99.0869565217
2016-06-05,43,1960,34.875,56.0344827586,39.724137931,98.2413793103,40.2068965517,29.696969697,56.8888888889,30.0322580645,46.6206896552,31.935483871,55.5483870968,58.064516129,86.5416666667,82.6666666667,103.6956521739
2016-06-12,37,1800,32.625,51.724137931,39.724137931,89.3103448276,37.1724137931,33.3333333333,49.7777777778,28.8064516129,45.724137931,28.064516129,48.935483871,36,86.5416666667,77.3333333333,110.6086956522
2016-06-19,38,1760,31.5,48.275862069,35.5862068966,71.4482758621,33.3793103448,29.696969697,53.3333333333,33.0967741935,45.724137931,30.4838709677,47.6129032258,33.0967741935,89.3333333333,77.3333333333,110.6086956522
2016-06-26,41,1960,33.75,53.4482758621,37.2413793103,67.6206896552,36.4137931034,27.2727272727,56.8888888889,31.2580645161,55.5862068966,31.935483871,50.2580645161,36,94.9166666667,80,103.6956521739
2016-07-03,43,2000,33.75,53.4482758621,41.3793103448,72.724137931,39.4482758621,27.8787878788,59.2592592593,28.1935483871,53.7931034483,29.0322580645,55.5483870968,44.1290322581,100.5,93.3333333333,101.3913043478
2016-07-10,42,1920,34.875,54.3103448276,42.2068965517,74,37.1724137931,27.2727272727,55.7037037037,25.7419354839,51.1034482759,27.5806451613,59.5161290323,36,114.4583333333,96,103.6956521739
2016-07-17,40,2000,36,56.0344827586,45.5172413793,75.275862069,37.9310344828,28.4848484848,54.5185185185,26.3548387097,49.3103448276,30,56.8709677419,30.1935483871,103.2916666667,117.3333333333,108.3043478261
2016-07-24,52,2440,37.125,53.4482758621,51.3103448276,74,45.5172413793,28.4848484848,64,28.8064516129,53.7931034483,29.5161290323,62.1612903226,27.2903225806,94.9166666667,104,112.9130434783
2016-07-31,73,4000,45,64.6551724138,60.4137931034,84.2068965517,53.1034482759,32.1212121212,79.4074074074,36.7741935484,64.5517241379,33.8709677419,83.3225806452,31.935483871,125.625,125.3333333333,168.2173913043
2016-08-07,48,2400,39.375,51.724137931,52.1379310345,68.8965517241,47.0344827586,30.303030303,67.5555555556,30.0322580645,52.8965517241,28.5483870968,71.4193548387,27.2903225806,103.2916666667,96,124.4347826087
2016-08-14,47,2440,39.375,52.5862068966,49.6551724138,70.1724137931,45.5172413793,28.4848484848,84.1481481481,30.0322580645,50.2068965517,29.5161290323,71.4193548387,26.1290322581,106.0833333333,98.6666666667,133.652173913
2016-08-21,50,2280,40.5,51.724137931,51.3103448276,70.1724137931,45.5172413793,30.9090909091,67.5555555556,28.8064516129,50.2068965517,30,76.7096774194,27.8709677419,108.875,98.6666666667,131.347826087
2016-08-28,54,2440,41.625,48.275862069,51.3103448276,66.3448275862,44.7586206897,28.4848484848,62.8148148148,28.1935483871,44.8275862069,27.5806451613,104.4838709677,26.7096774194,134,106.6666666667,156.6956521739
2016-09-04,47,2240,37.125,46.5517241379,45.5172413793,67.6206896552,42.4827586207,26.6666666667,61.6296296296,28.1935483871,46.6206896552,28.5483870968,70.0967741935,23.2258064516,117.25,96,133.652173913
2016-09-11,37,1920,32.625,41.3793103448,41.3793103448,65.0689655172,39.4482758621,23.0303030303,50.962962963,24.5161290323,40.3448275862,24.6774193548,54.2258064516,20.3225806452,80.9583333333,77.3333333333,101.3913043478
2016-09-18,36,2040,32.625,40.5172413793,41.3793103448,58.6896551724,39.4482758621,22.4242424242,50.962962963,23.9032258065,39.4482758621,22.7419354839,52.9032258065,19.1612903226,72.5833333333,72,96.7826086957
2016-09-25,35,2080,32.625,39.6551724138,42.2068965517,58.6896551724,35.6551724138,20.6060606061,49.7777777778,24.5161290323,40.3448275862,20.3225806452,51.5806451613,18.5806451613,69.7916666667,69.3333333333,89.8695652174
2016-10-02,42,2160,34.875,41.3793103448,46.3448275862,70.1724137931,38.6896551724,21.8181818182,50.962962963,24.5161290323,40.3448275862,22.2580645161,51.5806451613,19.7419354839,78.1666666667,74.6666666667,94.4782608696
2016-10-09,47,2440,42.75,48.275862069,57.1034482759,72.724137931,46.275862069,24.8484848485,55.7037037037,25.7419354839,44.8275862069,25.6451612903,58.1935483871,22.064516129,83.75,88,106
2016-10-16,54,2680,46.125,50.8620689655,62.8965517241,74,51.5862068966,27.2727272727,65.1851851852,28.1935483871,51.1034482759,25.6451612903,70.0967741935,22.6451612903,100.5,101.3333333333,124.4347826087
2016-10-23,55,2720,47.25,51.724137931,73.6551724138,80.3793103448,65.2413793103,34.5454545455,74.6666666667,30.6451612903,54.6896551724,26.6129032258,72.7419354839,27.2903225806,103.2916666667,101.3333333333,133.652173913
2016-10-30,57,2760,49.5,55.1724137931,65.3793103448,77.8275862069,66,33.9393939394,93.6296296296,36.1612903226,71.724137931,30.9677419355,82,30.7741935484,114.4583333333,112,138.2608695652
2016-11-06,61,2720,47.25,58.6206896552,62.8965517241,77.8275862069,55.3793103448,29.696969697,90.0740740741,31.2580645161,72.6206896552,29.0322580645,83.3225806452,33.0967741935,114.4583333333,117.3333333333,147.4782608696
2016-11-13,94,3400,59.625,72.4137931034,70.3448275862,93.1379310345,64.4827586207,36.3636363636,94.8148148148,39.2258064516,80.6896551724,34.8387096774,112.4193548387,44.1290322581,136.7916666667,157.3333333333,182.0434782609
2016-11-20,100,3680,63,86.2068965517,74.4827586207,100.7931034483,70.5517241379,42.4242424242,98.3703703704,44.7419354839,83.3793103448,39.6774193548,132.2580645161,43.5483870968,175.875,173.3333333333,230.4347826087
2016-11-27,72,3040,51.75,76.724137931,67.8620689655,118.6551724138,61.4482758621,40.6060606061,79.4074074074,44.7419354839,65.4482758621,37.7419354839,91.2580645161,36,139.5833333333,138.6666666667,188.9565217391
2016-12-04,62,2800,47.25,65.5172413793,57.9310344828,89.3103448276,54.6206896552,35.1515151515,69.9259259259,61.2903225806,58.275862069,34.3548387097,75.3870967742,32.5161290323,120.0416666667,128,163.6086956522
2016-12-11,51,2600,45,64.6551724138,52.1379310345,86.7586206897,49.3103448276,35.1515151515,65.1851851852,36.1612903226,51.1034482759,30.9677419355,68.7741935484,30.7741935484,100.5,104,152.0869565217
2016-12-18,55,2640,48.375,68.9655172414,52.9655172414,85.4827586207,48.5517241379,33.9393939394,71.1111111111,37.3870967742,52,34.8387096774,68.7741935484,31.935483871,100.5,98.6666666667,156.6956521739
2016-12-25,84,3360,58.5,72.4137931034,82.7586206897,127.5862068966,75.8620689655,48.4848484848,118.5185185185,53.935483871,89.6551724138,48.3870967742,124.3225806452,45.2903225806,170.2916666667,160,188.9565217391
2017-01-01,73,3040,54,70.6896551724,66.2068965517,99.5172413793,62.2068965517,50.9090909091,96,48.4193548387,78.8965517241,45.4838709677,103.1612903226,46.4516129032,159.125,162.6666666667,186.652173913
2017-01-08,48,2440,45,59.4827586207,49.6551724138,86.7586206897,49.3103448276,35.7575757576,69.9259259259,47.8064516129,57.3793103448,38.2258064516,78.0322580645,42.3870967742,108.875,120,142.8695652174
2017-01-15,45,2280,40.5,61.2068965517,45.5172413793,82.9310344828,41.724137931,32.1212121212,60.4444444444,42.9032258065,56.4827586207,37.7419354839,62.1612903226,37.1612903226,108.875,93.3333333333,126.7391304348
2017-01-22,47,2320,112.5,60.3448275862,44.6896551724,79.1034482759,40.9655172414,32.7272727273,58.0740740741,36.1612903226,47.5172413793,31.4516129032,64.8064516129,42.9677419355,106.0833333333,90.6666666667,124.4347826087
2017-01-29,52,2440,58.5,61.2068965517,45.5172413793,86.7586206897,40.2068965517,35.1515151515,58.0740740741,33.7096774194,49.3103448276,30.4838709677,58.1935483871,34.2580645161,111.6666666667,90.6666666667,131.347826087
2017-02-05,49,2200,37.125,52.5862068966,39.724137931,71.4482758621,36.4137931034,32.1212121212,61.6296296296,31.8709677419,44.8275862069,25.6451612903,56.8709677419,27.2903225806,94.9166666667,88,119.8260869565
2017-02-12,41,2160,34.875,51.724137931,39.724137931,63.7931034483,32.6206896552,25.4545454545,52.1481481481,26.9677419355,43.9310344828,25.1612903226,51.5806451613,26.1290322581,106.0833333333,80,115.2173913043
2017-02-19,42,2160,36,47.4137931034,37.2413793103,62.5172413793,33.3793103448,27.8787878788,48.5925925926,25.7419354839,39.4482758621,23.7096774194,51.5806451613,24.3870967742,100.5,77.3333333333,124.4347826087
2017-02-26,40,2240,37.125,47.4137931034,41.3793103448,67.6206896552,34.1379310345,27.2727272727,48.5925925926,26.9677419355,37.6551724138,23.2258064516,50.2580645161,22.064516129,80.9583333333,69.3333333333,115.2173913043
2017-03-05,40,2120,33.75,44.8275862069,36.4137931034,59.9655172414,34.8965517241,26.6666666667,47.4074074074,26.3548387097,39.4482758621,22.7419354839,54.2258064516,22.6451612903,80.9583333333,72,110.6086956522
2017-03-12,41,2000,36,46.5517241379,38.0689655172,62.5172413793,35.6551724138,27.2727272727,52.1481481481,25.1290322581,38.5517241379,21.7741935484,48.935483871,22.6451612903,75.375,64,99.0869565217
2017-03-19,40,1960,36,47.4137931034,40.5517241379,63.7931034483,37.1724137931,25.4545454545,50.962962963,26.3548387097,42.1379310345,22.7419354839,51.5806451613,22.6451612903,80.9583333333,74.6666666667,110.6086956522
2017-03-26,36,1920,33.75,45.6896551724,39.724137931,58.6896551724,34.8965517241,23.0303030303,48.5925925926,25.7419354839,36.7586206897,24.1935483871,50.2580645161,21.4838709677,72.5833333333,69.3333333333,103.6956521739
2017-04-02,34,1840,31.5,43.1034482759,36.4137931034,54.8620689655,31.1034482759,23.6363636364,40.2962962963,23.9032258065,34.9655172414,23.2258064516,42.3225806452,18.5806451613,64.2083333333,61.3333333333,103.6956521739
2017-04-09,39,2000,36,46.5517241379,43.8620689655,61.2413793103,35.6551724138,26.0606060606,49.7777777778,26.3548387097,36.7586206897,23.7096774194,47.6129032258,20.9032258065,75.375,69.3333333333,117.5217391304
2017-04-16,35,1840,33.75,45.6896551724,38.8965517241,62.5172413793,35.6551724138,24.8484848485,49.7777777778,25.1290322581,34.9655172414,24.1935483871,47.6129032258,22.064516129,72.5833333333,66.6666666667,101.3913043478
2017-04-23,33,1760,30.375,42.2413793103,36.4137931034,58.6896551724,31.1034482759,23.0303030303,46.2222222222,24.5161290323,36.7586206897,21.7741935484,44.9677419355,20.3225806452,67,61.3333333333,94.4782608696
2017-04-30,38,1880,32.625,44.8275862069,37.2413793103,59.9655172414,31.1034482759,24.2424242424,48.5925925926,27.5806451613,38.5517241379,24.6774193548,46.2903225806,20.9032258065,78.1666666667,69.3333333333,117.5217391304
2017-05-07,35,1760,29.25,41.3793103448,34.7586206897,56.1379310345,31.1034482759,23.0303030303,42.6666666667,25.1290322581,32.275862069,21.7741935484,41,19.1612903226,61.4166666667,58.6666666667,92.1739130435
2017-05-14,29,1680,29.25,38.7931034483,33.1034482759,51.0344827586,28.0689655172,22.4242424242,41.4814814815,22.6774193548,32.275862069,20.8064516129,38.3548387097,19.1612903226,67,53.3333333333,82.9565217391
2017-05-21,31,1720,32.625,43.9655172414,39.724137931,57.4137931034,33.3793103448,24.2424242424,40.2962962963,23.2903225806,32.275862069,20.8064516129,38.3548387097,19.7419354839,64.2083333333,56,87.5652173913
2017-05-28,42,1880,36,45.6896551724,41.3793103448,59.9655172414,35.6551724138,26.0606060606,53.3333333333,26.9677419355,38.5517241379,25.1612903226,52.9032258065,22.6451612903,80.9583333333,74.6666666667,101.3913043478
2017-06-04,44,1920,40.5,47.4137931034,43.8620689655,61.2413793103,42.4827586207,27.8787878788,55.7037037037,27.5806451613,46.6206896552,27.5806451613,56.8709677419,24.9677419355,80.9583333333,80,108.3043478261
2017-06-11,37,1840,37.125,46.5517241379,41.3793103448,57.4137931034,35.6551724138,26.6666666667,50.962962963,26.9677419355,43.0344827586,27.0967741935,51.5806451613,26.7096774194,80.9583333333,77.3333333333,103.6956521739
2017-06-18,41,1920,38.25,47.4137931034,42.2068965517,62.5172413793,38.6896551724,29.696969697,49.7777777778,27.5806451613,43.9310344828,23.7096774194,50.2580645161,23.8064516129,80.9583333333,74.6666666667,99.0869565217
2017-06-25,59,3280,61.875,78.4482758621,52.9655172414,81.6551724138,47.0344827586,33.3333333333,64,33.7096774194,53.7931034483,30,68.7741935484,25.5483870968,100.5,93.3333333333,126.7391304348
